,oTime,End,file_name,oF2,Start,oF1,Dur,gilbert_number,oF3_mean,NumberPoles,Unnamed: 0,iver_number,post_sound,transcription,speaker_number,oF1_mean,id,location,Vowel,target_form,gTime,oF2_mean,oPitch,gPitch,oF3_oF1_coords,Notes,File/Spkr,input_form,variable,MaxFormants,oF3,dob,gender,pre_sound,gF1,gF2,gF3,oF2_oF1_coords
414,"[nan, nan]","[nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-414-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-414-2-21-a.wav']","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[1, 21]",,"[nan, nan]","[90, 42]","[60, 60]","['\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99']",414,,"['60-414-2-1-a.wav', '60-414-2-21-a.wav']","new braunfels, tx","[nan, nan]","['die haarbuerste', 'eine haarbuerste']","[nan, nan]",,"[nan, nan]","[nan, nan]","(nan, nan)","[nan, nan]","[nan, nan]","['a hairbrush ', 'a hairbrush ']","['\xca\x8f', '\xca\x8f']","[nan, nan]","[nan, nan]",0,f,"['b', 'b']","[nan, nan]","[nan, nan]","[nan, nan]","(nan, nan)"
415,"[0.59200000000000008, nan, 0.51300000000000001, nan, nan]","[0.66799999999999993, nan, 0.56299999999999994, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/112-415-1-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/112-415-1-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/112-415-1-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/112-415-1-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/112-415-1-125-a.wav']","[1987.4100000000001, nan, 1905.21, nan, nan]","[0.55399999999999994, nan, 0.48700000000000004, nan, nan]","[422.00999999999999, nan, 444.75, nan, nan]","[0.114, nan, 0.075999999999999998, nan, nan]","[1, 16, 21, 125, 125]",2555.395,"[10.0, nan, 10.0, nan, nan]","[87, 42, 39, 57, 57]","[112, 112, 112, 112, 112]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",415,433.38,"['112-415-1-1-a.wav', '112-415-1-16-a.wav', '112-415-1-21-a.wav', '112-415-1-125-a.wav', '112-415-1-125-a.wav']","new braunfels, tx","['\xca\x8f', nan, '\xca\x8f', nan, nan]","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste', 'ein kuerbis', 'ein kuerbis']","[0.63, nan, 0.53799999999999992, nan, nan]",1946.31,"['163.72', nan, '153.22', nan, nan]","['158.34', nan, '149.10', nan, nan]","(2555.395, 433.38)","[nan, nan, nan, nan, nan]","['112-415-1-1-a', nan, '112-415-1-21-a', nan, nan]","['a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', nan, '5500 Hz', nan, nan]","[2601.46, nan, 2509.3299999999999, nan, nan]",1921,m,"['b', 'b', 'b', 'k', 'k']","[488.93000000000001, nan, 470.00999999999999, nan, nan]","[1700.3, nan, 1808.7, nan, nan]","[2597.6900000000001, nan, 2514.0599999999999, nan, nan]","(1946.3099999999999, 433.38)"
422,[nan],[nan],['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/wall/gilbert/116-422-2-111-a.wav'],[nan],[nan],[nan],[nan],[111],,[nan],[83],[116],['\xca\x81'],['a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n'],422,,['116-422-2-111-a.wav'],wall,[nan],['ein gluehwuermchen'],[nan],,[nan],[nan],"(nan, nan)",[nan],[nan],['a lightning bug (Lampyridae) '],['\xca\x8f'],[nan],[nan],1926,f,['v'],[nan],[nan],[nan],"(nan, nan)"
433,[nan],[nan],['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/wall/gilbert/60-433-2-16-a.wav'],[nan],[nan],[nan],[nan],[16],,[nan],[46],[60],['\xca\x81'],['\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99'],433,,['60-433-2-16-a.wav'],"wall, tx",[nan],['eine haarbuerste'],[nan],,[nan],[nan],"(nan, nan)",[nan],[nan],['a hairbrush '],['\xca\x8f'],[nan],[nan],0,f,['b'],[nan],[nan],[nan],"(nan, nan)"
436,"[0.35999999999999999, nan, 0.51300000000000001, nan, nan, nan]","[0.42700000000000005, nan, 0.56299999999999994, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/112-436-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/112-436-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/112-436-2-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/112-436-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/112-436-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/112-436-2-125-a.wav']","[1929.23, nan, 1756.6900000000001, nan, nan, nan]","[0.32700000000000001, nan, 0.48700000000000004, nan, nan, nan]","[453.0, nan, 444.25999999999999, nan, nan, nan]","[0.10000000000000001, nan, 0.075999999999999998, nan, nan, nan]","[1, 16, 21, 111, 125, 125]",2259.265,"[10.0, nan, 10.0, nan, nan, nan]","[51, 26, 24, 41, 33, 33]","[112, 112, 112, 112, 112, 112]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",436,448.63,"['112-436-2-1-a.wav', '112-436-2-16-a.wav', '112-436-2-21-a.wav', '112-436-2-111-a.wav', '112-436-2-125-a.wav', '112-436-2-125-a.wav']","giddings, tx","['\xca\x8f', nan, '\xca\x8f', nan, nan, nan]","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[0.39299999999999996, nan, 0.53799999999999992, nan, nan, nan]",1842.96,"['108.82', nan, '137.50', nan, nan, nan]","['108.51', nan, '139.58', nan, nan, nan]","(2259.2650000000003, 448.63)","[nan, nan, nan, nan, nan, nan]","['112-436-2-1-a', nan, '112-436-2-21-a', nan, nan, nan]","['a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', nan, '5500 Hz', nan, nan, nan]","[2347.5700000000002, nan, 2170.96, nan, nan, nan]",0,m,"['b', 'b', 'b', 'v', 'k', 'k']","[465.75999999999999, nan, 479.08999999999997, nan, nan, nan]","[1828.5999999999999, nan, 1661.28, nan, nan, nan]","[2271.5100000000002, nan, 2056.0700000000002, nan, nan, nan]","(1842.96, 448.63)"
437,"[2.339, nan, 0.53900000000000003, nan, nan, nan]","[2.3719999999999999, nan, 0.58700000000000008, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-437-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-437-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-437-2-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-437-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-437-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-437-2-125-a.wav']","[1669.0799999999999, nan, 1733.9400000000001, nan, nan, nan]","[2.323, nan, 0.51400000000000001, nan, nan, nan]","[411.99000000000001, nan, 484.29000000000002, nan, nan, nan]","[0.049000000000000002, nan, 0.072999999999999995, nan, nan, nan]","[1, 16, 21, 111, 125, 125]",2177.055,"[10.0, nan, 10.0, nan, nan, nan]","[52, 27, 25, 42, 34, 34]","[115, 115, 115, 115, 115, 115]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",437,448.14,"['115-437-2-1-a.wav', '115-437-2-16-a.wav', '115-437-2-21-a.wav', '115-437-2-111-a.wav', '115-437-2-125-a.wav', '115-437-2-125-a.wav']","giddings, tx","['\xca\x8f', nan, '\xca\x8f', nan, nan, nan]","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[2.355, nan, 0.56299999999999994, nan, nan, nan]",1701.51,"['203.15', nan, '157.41', nan, nan, nan]","['207.47', nan, '156.59', nan, nan, nan]","(2177.0549999999998, 448.13999999999999)","[nan, nan, nan, nan, nan, nan]","['115-437-2-1-a', nan, '115-437-2-21-a', nan, nan, nan]","['a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', nan, '5500 Hz', nan, nan, nan]","[2016.95, nan, 2337.1599999999999, nan, nan, nan]",0,f,"['b', 'b', 'b', 'v', 'k', 'k']","[422.81, nan, 471.56999999999999, nan, nan, nan]","[1699.5899999999999, nan, 1787.5799999999999, nan, nan, nan]","[2077.25, nan, 2153.5500000000002, nan, nan, nan]","(1701.51, 448.13999999999999)"
438,"[1.6219999999999999, 1.4830000000000001, 1.25, nan]","[1.6859999999999999, 1.554, 1.3259999999999998, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-438-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-438-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-438-2-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-438-2-111-a.wav']","[1829.1500000000001, 1550.5899999999999, 1747.0, nan]","[1.5900000000000001, 1.4480000000000002, 1.212, nan]","[435.98000000000002, 351.17000000000002, 473.81, nan]","[0.095000000000000001, 0.106, 0.114, nan]","[1, 16, 21, 111]",2161.77333333,"[10.0, 10.0, 10.0, nan]","[53, 28, 26, 43]","[115, 115, 115, 115]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n']",438,420.32,"['115-438-2-1-a.wav', '115-438-2-16-a.wav', '115-438-2-21-a.wav', '115-438-2-111-a.wav']","giddings, tx","['\xca\x8f', '\xca\x8f', '\xca\x8f', nan]","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen']","[1.6540000000000001, 1.5190000000000001, 1.288, nan]",1708.91333333,"['206.97', '191.90', '202.79', nan]","['202.96', '185.57', '197.12', nan]","(2161.7733333333331, 420.31999999999999)","[nan, nan, nan, nan]","['115-438-2-1-a', '115-438-2-16-a', '115-438-2-21-a', nan]","['a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', '5500 Hz', '5500 Hz', nan]","[1936.29, 1765.25, 2783.7800000000002, nan]",1925,f,"['b', 'b', 'b', 'v']","[536.77999999999997, 368.81, 355.69999999999999, nan]","[1262.03, 1554.05, 1623.0999999999999, nan]","[2002.0599999999999, 2035.72, 2019.29, nan]","(1708.9133333333332, 420.31999999999999)"
445,"[nan, 0.80200000000000005, 1.409]","[nan, 0.8909999999999999, 1.484]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/60-445-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/60-445-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/60-445-2-21-a.wav']","[nan, 2070.4499999999998, 2114.0799999999999]","[nan, 0.75700000000000001, 1.371]","[nan, 507.42000000000002, 496.04000000000002]","[nan, 0.13400000000000001, 0.113]","[1, 16, 21]",2567.0,"[nan, 10.0, 10.0]","[13, 6, 6]","[60, 60, 60]","['\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99']",445,501.73,"['60-445-2-1-a.wav', '60-445-2-16-a.wav', '60-445-2-21-a.wav']","converse, tx","[nan, '\xca\x8f', '\xca\x8f']","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste']","[nan, 0.84699999999999998, 1.446]",2092.265,"[nan, '93.05', '486.78']","[nan, '94.28', '--undefined--']","(2567.0, 501.73000000000002)","[nan, nan, nan]","[nan, '60-445-2-16-a', '60-445-2-21-a']","['a hairbrush ', 'a hairbrush ', 'a hairbrush ']","['\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, '5500 Hz', '5500 Hz']","[nan, 2448.5900000000001, 2685.4099999999999]",0,f,"['b', 'b', 'b']","[nan, 573.55999999999995, 585.82000000000005]","[nan, 1859.7, 1986.3299999999999]","[nan, 2389.02, 2656.6199999999999]","(2092.2649999999999, 501.73000000000002)"
447,"[nan, 0.41399999999999998, 0.624, nan, nan, nan]","[nan, 0.41399999999999998, 0.70299999999999996, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-447-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-447-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-447-2-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-447-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-447-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-447-2-125-a.wav']","[nan, 1670.5999999999999, 1835.27, nan, nan, nan]","[nan, 0.41399999999999998, 0.58499999999999996, nan, nan, nan]","[nan, 408.25999999999999, 385.31999999999999, nan, nan, nan]","[nan, 0.0, 0.11800000000000001, nan, nan, nan]","[1, 16, 21, 111, 125, 125]",2311.105,"[nan, 10.0, 10.0, nan, nan, nan]","[91, 45, 43, 76, 59, 59]","[60, 60, 60, 60, 60, 60]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",447,396.79,"['60-447-2-1-a.wav', '60-447-2-16-a.wav', '60-447-2-21-a.wav', '60-447-2-111-a.wav', '60-447-2-125-a.wav', '60-447-2-125-a.wav']",new braunfels,"[nan, '\xca\x8f', '\xca\x8f', nan, nan, nan]","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, 0.41399999999999998, 0.66299999999999992, nan, nan, nan]",1752.935,"[nan, '108.85', '111.65', nan, nan, nan]","[nan, '108.85', '109.36', nan, nan, nan]","(2311.105, 396.78999999999996)","[nan, nan, nan, nan, nan, nan]","[nan, '60-447-2-16-a', '60-447-2-21-a', nan, nan, nan]","['a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, '5500 Hz', '5500 Hz', nan, nan, nan]","[nan, 2227.7600000000002, 2394.4499999999998, nan, nan, nan]",1924,m,"['b', 'b', 'b', 'v', 'k', 'k']","[nan, 408.25999999999999, 418.44999999999999, nan, nan, nan]","[nan, 1670.5999999999999, 1681.22, nan, nan, nan]","[nan, 2227.7600000000002, 2455.2199999999998, nan, nan, nan]","(1752.9349999999999, 396.78999999999996)"
448,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-448-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-448-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-448-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-448-2-125-a.wav']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[1, 111, 125, 125]",,"[nan, nan, nan, nan]","[77, 60, 46, 46]","[1, 1, 1, 1]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",448,,"['1-448-2-1-a.wav', '1-448-2-111-a.wav', '1-448-2-125-a.wav', '1-448-2-125-a.wav']",new braunfels,"[nan, nan, nan, nan]","['die haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, nan, nan, nan]",,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, nan, nan, nan]","[nan, nan, nan, nan]",0,f,"['b', 'v', 'k', 'k']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)"
449,"[1.0249999999999999, 0.79400000000000004, 0.37200000000000005, nan, nan]","[1.0900000000000001, 0.8640000000000001, 0.42499999999999999, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/columbus/gilbert/120-449-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/columbus/gilbert/120-449-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/columbus/gilbert/120-449-2-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/columbus/gilbert/120-449-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/columbus/gilbert/120-449-2-125-a.wav']","[2200.9200000000001, 2188.2800000000002, 2123.2399999999998, nan, nan]","[0.99199999999999999, 0.75900000000000001, 0.34600000000000003, nan, nan]","[405.45999999999998, 419.93000000000001, 375.94, nan, nan]","[0.098000000000000004, 0.105, 0.079000000000000001, nan, nan]","[1, 16, 21, 125, 125]",2686.18333333,"[10.0, 10.0, 10.0, nan, nan]","[4, 2, 3, 3, 3]","[120, 120, 120, 120, 120]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",449,400.443333333,"['120-449-2-1-a.wav', '120-449-2-16-a.wav', '120-449-2-21-a.wav', '120-449-2-125-a.wav', '120-449-2-125-a.wav']",columbus,"['\xca\x8f', '\xca\x8f', '\xca\x8f', nan, nan]","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste', 'ein kuerbis', 'ein kuerbis']","[1.0569999999999999, 0.82900000000000007, 0.39799999999999996, nan, nan]",2170.81333333,"['192.27', '410.41', '175.35', nan, nan]","['186.56', '493.87', '--undefined--', nan, nan]","(2686.1833333333334, 400.44333333333333)","[nan, nan, nan, nan, nan]","['120-449-2-1-a', '120-449-2-16-a', '120-449-2-21-a', nan, nan]","['a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', '5500 Hz', '5500 Hz', nan, nan]","[2878.98, 2637.8099999999999, 2541.7600000000002, nan, nan]",1927,f,"['b', 'b', 'b', 'k', 'k']","[394.76999999999998, 472.38, 450.56, nan, nan]","[2250.46, 2028.1300000000001, 1992.3599999999999, nan, nan]","[2823.9699999999998, 2516.3000000000002, 2508.27, nan, nan]","(2170.8133333333335, 400.44333333333333)"
